name,lcd,pld,void_fraction,surface_area_m2g,elements,uptake_0.01,uptake_0.05,uptake_0.1,uptake_0.5,uptake_2.5
hMOF-4000265,10.25,5.75,0.770204,3066.5,"O,Cu,C,H",0.253844,0.726214,1.23808,2.56184,4.12514
hMOF-5058808,8.25,7.25,0.764333,2420.8,"O,Cu,C,N,H",0.0809379,0.478654,0.896657,4.86198,12.1358
hMOF-5078174,14.75,13.75,0.827216,4684.6,"O,Cu,C,N,H,Cl",0.00791744,0.0431764,0.0935314,0.483175,2.22427
hMOF-5062955,6.25,4.25,0.583763,1076.6,"O,Cu,C,N,H",0.755253,1.94558,2.72845,4.30302,5.72897
hMOF-5066813,3.75,2.75,0.203355,40.0,"O,Cu,C,N,H",0.279965,0.7838,0.94453,1.28136,1.59539
hMOF-5080011,9.75,8.25,0.825826,4391.3,"O,Cu,C,N,H",0.0101692,0.0512581,0.100592,0.559716,3.29742
hMOF-5072795,3.75,3.25,0.215381,124.8,"O,Cu,C,N,H",0.0510508,0.195695,0.430769,1.26422,2.03134
hMOF-5070285,5.75,3.75,0.522656,1072.5,"O,Cu,C,N,H",0.46377,1.60175,2.37174,4.75753,6.93831
hMOF-30724,7.25,6.25,0.596207,1948.9,"O,Cu,C,N,H",0.0137727,0.0623051,0.122971,0.582389,3.25069
hMOF-5080389,12.25,11.25,0.857403,5374.9,"O,Cu,C,N,H",0.00981018,0.0395023,0.0765194,0.365854,2.0485
hMOF-5077955,16.25,14.75,0.848628,6236.6,"O,Cu,C,N,H",0.00895195,0.0383026,0.0780728,0.419861,2.12073
hMOF-4000390,10.75,10.25,0.709778,1446.0,"O,Cu,C,N,H",0.265683,1.00828,1.74851,5.61942,9.64452
hMOF-31260,4.75,3.25,0.364418,407.7,"O,Cu,C,N,H",0.327933,1.22475,1.62647,2.42327,3.37346
hMOF-34117,7.25,6.25,0.711688,2144.8,"O,Cu,C,N,H",0.214385,1.03787,2.08123,6.6222,10.5862
hMOF-32757,5.75,5.25,0.446679,836.8,"O,Cu,C,N,H",0.0582462,0.294453,0.54454,1.87627,3.55674
hMOF-5074532,7.75,6.75,0.679754,3072.2,"O,Cu,C,N,H",0.0110773,0.0691906,0.127474,0.632429,3.1814
hMOF-31199,5.75,5.25,0.567238,1287.7,"O,Cu,C,N,H",0.141015,0.687056,1.18996,3.28803,6.03937
hMOF-30350,4.25,3.75,0.379972,275.8,"O,Cu,C,N,H",1.10988,2.09916,2.61941,3.07633,3.282
hMOF-5059487,11.75,10.75,0.829697,5706.2,"O,Cu,C,N,H",0.00763715,0.0336398,0.0620064,0.320397,1.57762
hMOF-5074704,8.25,5.75,0.750601,1932.0,"O,Cu,C,N,H,Cl",0.219425,0.905619,1.45042,3.95848,8.14795
hMOF-5070375,4.75,3.25,0.448904,306.1,"O,Cu,C,N,H",1.71419,2.01613,2.29556,2.3519,2.90221
hMOF-5076396,16.75,15.75,0.874249,5026.8,"O,Cu,C,N,H",0.0161764,0.0871665,0.170143,0.843618,3.56708
hMOF-5065769,14.25,12.75,0.850209,5633.4,"O,Cu,C,N,H,F",0.0062132,0.0319536,0.0670138,0.334625,1.53643
hMOF-5074236,6.25,3.75,0.662607,3158.3,"O,Cu,C,N,H",0.0787761,0.362008,0.736901,3.44451,9.80514
hMOF-5060073,4.25,2.25,0.188634,123.1,"O,Cu,C,N,H",0.0102295,0.0464539,0.0937502,0.334083,0.980947
hMOF-34371,5.75,4.25,0.617772,1305.2,"O,Cu,C,N,H,Br",0.0977953,0.540612,0.940595,3.0915,4.68928
hMOF-5081393,6.75,4.25,0.771205,3052.1,"O,Cu,C,N,H",0.210188,0.951535,1.74716,5.40772,9.97797
hMOF-5079251,5.25,4.25,0.662491,2142.5,"O,Cu,C,N,H,F",0.236416,1.05772,1.79045,5.35055,7.88265
hMOF-5067770,7.25,6.25,0.560648,2153.2,"O,Cu,C,N,H,F",0.0876649,0.40814,0.796783,3.20504,8.50985
hMOF-5061103,15.75,14.75,0.863832,5390.7,"O,Cu,C,N,H",0.0115667,0.0478666,0.101394,0.456517,2.36146
hMOF-5065743,3.75,2.75,0.220509,111.3,"O,Cu,C,N,H",0.0065476,0.0243571,0.0466189,0.24392,0.993489
hMOF-5077498,8.75,6.75,0.755844,4520.5,"O,Cu,C,N,H",0.00795634,0.047738,0.0914979,0.504591,2.80206
hMOF-32849,6.75,5.25,0.529689,1933.4,"O,Cu,C,N,H",0.0611188,0.273452,0.580033,2.76441,7.90053
hMOF-29554,3.25,2.25,0.180232,27.8,"O,Cu,C,N,H",0.102053,0.256125,0.547753,0.947053,1.66478
hMOF-36148,12.75,11.25,0.821637,1693.0,"O,Cu,C,N,H,Br",0.0151621,0.0723645,0.153187,0.753155,3.93149
hMOF-5059721,10.25,9.25,0.732922,3866.2,"O,Cu,C,N,H",0.011032,0.066192,0.135554,0.661539,3.65755
hMOF-29109,8.25,7.25,0.554065,1129.1,"O,Cu,C,N,H,Br",0.0201716,0.107368,0.194162,0.763629,2.64088
hMOF-5060424,4.25,2.75,0.231749,75.9,"O,Cu,C,N,H",0.124817,0.506253,0.751451,1.94991,2.81311
hMOF-5078959,8.75,7.25,0.733932,3411.6,"O,Cu,C,N,H",0.0204933,0.104584,0.209398,1.0992,7.19933
hMOF-36291,6.75,5.25,0.626531,1408.6,"O,Cu,C,N,H",0.535503,2.08112,3.51629,6.49188,8.09104
hMOF-5080703,6.25,4.25,0.68279,2989.0,"O,Cu,C,N,H",0.0409374,0.213645,0.420184,2.0181,8.22302
hMOF-5079157,18.75,17.25,0.887101,2789.4,"O,Cu,C,N,H,Br",0.00749381,0.0372474,0.080747,0.383781,2.04643
hMOF-5083037,9.25,6.25,0.757928,3343.5,"O,Cu,C,N,H,F",0.0552468,0.279478,0.625885,2.83783,11.4001
hMOF-5063532,9.25,7.75,0.690421,2128.4,"O,Cu,C,N,H,Br",0.0117793,0.0618412,0.138406,0.648449,3.11415
hMOF-35460,9.25,8.25,0.612499,1722.1,"O,Cu,C,N,H",0.105059,0.440828,0.861153,3.59716,8.38704
hMOF-36726,8.25,7.25,0.739789,3126.4,"O,Cu,C,N,H",0.0230992,0.108546,0.227108,1.24756,6.14869
hMOF-37085,9.25,8.25,0.748754,2500.4,"O,Cu,C,N,H",0.330985,1.21377,1.75183,5.61103,12.7271
hMOF-5075829,4.75,3.25,0.615706,1114.3,"O,Cu,C,N,H",0.675736,2.87862,4.68017,8.01288,9.31832
hMOF-5069536,5.25,3.75,0.37687,631.2,"O,Cu,C,N,H",0.252065,1.22036,2.08683,3.38032,3.79888
hMOF-35707,14.75,13.25,0.815409,2240.0,"O,Cu,C,N,H,Br",0.0104763,0.0547991,0.107852,0.534828,2.35576
hMOF-5060676,4.25,2.25,0.194631,110.2,"O,Cu,C,N,H,Cl",0.0361813,0.231824,0.374856,0.746954,0.975078
hMOF-5062983,9.75,8.75,0.732895,2862.6,"O,Cu,C,N,H,Cl",0.0235817,0.112944,0.218317,1.18753,5.40493
hMOF-5072765,9.75,7.25,0.700576,1697.5,"O,Cu,C,N,H,Br",0.0188757,0.0971985,0.193016,0.952131,4.52851
hMOF-5072966,12.25,11.25,0.856414,5624.4,"O,Cu,C,N,H,Cl",0.00567586,0.0282019,0.0587097,0.319799,1.72794
hMOF-5061824,14.75,13.25,0.842741,2962.5,"O,Cu,C,N,H,Br",0.00594998,0.0302673,0.0613969,0.304829,1.5908
hMOF-5081750,5.25,3.75,0.759863,1414.1,"O,Cu,C,N,H,Br",0.830514,2.24535,3.11481,4.77641,6.1238
hMOF-5059997,3.75,2.25,0.145249,35.2,"O,Cu,C,N,H",0.0295379,0.114651,0.242867,0.658147,1.37767
hMOF-28634,4.25,2.75,0.232326,126.3,"O,Cu,C,N,H",0.0132611,0.0866312,0.152193,0.768279,1.36255
hMOF-5075258,6.25,3.75,0.549258,1751.3,"O,Cu,C,N,H",0.0925069,0.503108,0.984533,3.7326,7.64029
hMOF-5079466,6.25,3.25,0.553702,1010.6,"O,Cu,C,N,H,Cl",0.121487,0.552362,1.19194,3.31618,5.01881
hMOF-29964,15.25,13.75,0.850231,4936.5,"O,Cu,C,N,H,Cl",0.00806309,0.0372438,0.0807589,0.392276,2.01206
hMOF-33662,10.25,9.25,0.737653,2870.1,"O,Cu,C,N,H,Br",0.0104805,0.0500255,0.101024,0.528888,2.90904
hMOF-30838,7.25,5.25,0.710877,3991.5,"O,Cu,C,N,H",0.0436817,0.223077,0.472662,2.2246,7.74233
hMOF-5071113,7.75,5.75,0.625485,1543.9,"O,Cu,C,N,H,Br",0.0483632,0.210581,0.413203,1.43477,3.58653
hMOF-5080518,5.75,4.25,0.50542,1550.3,"O,Cu,C,N,H",0.0273034,0.138429,0.29106,1.32501,4.76381
hMOF-5080954,9.75,8.25,0.799537,3721.6,"O,Cu,C,N,H",0.0691043,0.314785,0.617173,2.93539,10.8645
hMOF-30825,10.25,9.75,0.753004,3109.0,"O,Cu,C,N,H,Br",0.0104516,0.0422245,0.104377,0.493316,2.31217
hMOF-29644,5.25,3.25,0.488447,833.7,"O,Cu,C,N,H",0.234727,1.10086,1.93473,4.68851,6.88365
hMOF-5060668,8.75,8.25,0.777848,3417.9,"O,Cu,C,N,H,F",0.0263217,0.142164,0.303434,1.49953,9.75318
hMOF-5074373,5.25,4.25,0.564649,1104.2,"O,Cu,C,N,H,Br",0.160398,0.738673,1.37544,3.21737,4.60951
hMOF-5068056,14.25,12.75,0.828828,4566.4,"O,Cu,C,N,H",0.0240802,0.12897,0.230498,1.10346,4.78232
hMOF-29309,5.75,5.25,0.316159,292.0,"O,Cu,C,N,H,Br",0.0663786,0.287059,0.432737,0.94691,1.52559
hMOF-5077958,3.25,2.25,0.111494,13.3,"O,Cu,C,N,H",0.00150422,0.00487955,0.0162529,0.0979212,0.309906
hMOF-5062677,16.25,14.75,0.875722,5669.5,"O,Cu,C,N",0.00334415,0.0229313,0.0480125,0.214742,1.18885
hMOF-28956,13.25,11.75,0.818775,4170.0,"O,Cu,C,N,H",0.0248041,0.127403,0.252677,1.18722,4.55582
hMOF-5080741,6.75,5.75,0.506561,1217.4,"O,Cu,C,N,H,F",0.168141,0.559157,0.863754,3.16742,6.44814
hMOF-32562,5.25,4.25,0.472616,1228.7,"O,Cu,C,N,H",0.0344462,0.183027,0.38482,1.67218,4.39831
hMOF-35670,12.75,11.75,0.802524,4166.8,"O,Cu,C,N,H",0.00923762,0.0486699,0.104923,0.48918,2.4459
hMOF-5066216,12.75,11.75,0.834182,5939.0,"O,Cu,C,N,H",0.00493407,0.0280345,0.0531534,0.233247,1.36674
hMOF-2000528,10.25,9.25,0.674671,1863.4,"O,Cu,C,H",0.270137,0.58421,0.873467,2.36656,7.75417
hMOF-5081010,9.25,7.75,0.78211,1763.6,"O,Cu,C,N,H,Br",0.128471,0.506314,1.01527,3.33867,7.7035
hMOF-5074340,13.75,12.25,0.790788,4141.2,"O,Cu,C,N,H",0.0157967,0.0930032,0.166359,0.781444,3.67313
hMOF-5067330,8.25,6.75,0.651238,3116.1,"O,Cu,C,N,H",0.0202593,0.076117,0.177124,0.904432,4.93212
hMOF-5063759,6.25,4.75,0.66794,2504.2,"O,Cu,C,N,H,Cl",0.0581872,0.304481,0.617828,3.12195,8.57831
hMOF-35521,10.75,10.25,0.760579,3296.4,"O,Cu,C,N,H",0.0519392,0.272443,0.544174,2.22982,7.83657
hMOF-36952,6.75,5.75,0.743992,1366.8,"O,Cu,C,N,H,Cl",0.360823,1.45292,2.51421,5.34362,6.96172
hMOF-5077169,8.25,7.25,0.658603,1649.1,"O,Cu,C,N,H",0.216639,0.971171,1.43487,4.0397,8.10378
hMOF-5073844,6.75,4.75,0.720958,3625.6,"O,Cu,C,N,H",0.0400986,0.223205,0.449439,2.35632,10.3699
hMOF-5081340,7.75,5.75,0.765234,2638.4,"O,Cu,C,N,H",0.116963,0.512014,1.01742,4.8736,12.1964
hMOF-5067423,8.25,6.75,0.502148,957.8,"O,Cu,C,N,H,Br",0.0102779,0.0627492,0.109541,0.607838,2.64025
hMOF-5083075,8.75,5.75,0.790472,2360.9,"O,Cu,C,N,H,Br",0.0183876,0.0962071,0.198262,0.967518,4.87508
hMOF-5060491,6.75,5.75,0.619399,1318.3,"O,Cu,C,N,H,Br",0.0813897,0.384468,0.709349,2.23056,4.47697
hMOF-30098,6.25,4.75,0.68911,2928.0,"O,Cu,C,N,H,Cl",0.0443145,0.205591,0.456418,2.3653,8.56734
hMOF-5070466,6.75,5.75,0.621288,1876.8,"O,Cu,C,N,H",0.101508,0.509232,1.00324,3.95078,7.67175
hMOF-5079667,6.75,5.75,0.647765,2281.7,"O,Cu,C,N,H",0.0979564,0.473998,0.842639,3.55466,8.16897
hMOF-5075000,4.75,4.25,0.510596,1468.2,"O,Cu,C,N,H",0.102794,0.54846,1.02326,3.40856,6.26866
hMOF-5064365,5.25,4.25,0.333128,416.8,"O,Cu,C,N,H",0.419014,1.1369,1.4068,2.02688,2.84778
hMOF-29298,6.75,4.25,0.661296,2363.7,"O,Cu,C,N,H,Br",0.0378521,0.184186,0.333362,1.7417,5.81369
hMOF-34305,14.75,14.25,0.819421,4279.2,"O,Cu,C,N,H",0.0132046,0.0804921,0.177982,0.821637,4.17421
hMOF-5063463,4.75,3.25,0.260753,358.9,"O,Cu,C,N",0.00797812,0.0432221,0.0729428,0.36147,1.28009
hMOF-5063085,10.25,9.25,0.817226,4470.0,"O,Cu,C,N,H",0.0292533,0.151786,0.298052,1.40499,6.76316
hMOF-33785,5.75,4.75,0.601814,1894.5,"O,Cu,C,N,H",0.10712,0.588491,1.06317,4.47074,8.47579
hMOF-5077343,11.75,10.75,0.83129,4124.7,"O,Cu,C,N,H",0.0323091,0.16993,0.309676,1.64106,7.64329
hMOF-27620,6.25,4.25,0.614165,1692.5,"O,Cu,C,N,H",0.125538,0.535989,1.01784,3.71608,7.56773
hMOF-5065823,5.25,4.25,0.391661,1066.8,"O,Cu,C,N,H",0.0186956,0.0966452,0.189273,0.830716,2.68637
hMOF-33645,12.25,11.25,0.800619,4286.7,"O,Cu,C,N,H,Cl",0.00966484,0.04741,0.104615,0.489772,2.61891
hMOF-5063843,8.25,6.75,0.573862,1711.1,"O,Cu,C,N,H,Cl",0.0455087,0.249879,0.41935,1.6975,5.27733
hMOF-5074974,4.25,2.75,0.316841,325.7,"O,Cu,C,N,H,Br",0.0265785,0.10324,0.243689,0.811892,1.65786
hMOF-29015,5.75,4.75,0.448016,815.5,"O,Cu,C,N,H,Cl",0.257611,1.07307,1.86561,3.61241,4.80254
hMOF-5075410,13.75,12.25,0.812472,5054.2,"O,Cu,C,N,H",0.0303531,0.134548,0.268204,1.30557,4.84999
hMOF-5061111,15.75,14.75,0.862027,5113.8,"O,Cu,C,N,H",0.00681105,0.0360013,0.0761378,0.392973,1.94054
hMOF-5064440,12.75,11.75,0.839457,4818.1,"O,Cu,C,N,H",0.0223894,0.0955547,0.187378,0.919964,4.36886
hMOF-5077427,4.75,3.25,0.51908,1397.0,"O,Cu,C,N,H",0.0607609,0.331595,0.598849,2.53679,6.2792
hMOF-5080583,7.75,7.25,0.643343,1652.9,"O,Cu,C,N,H",0.026902,0.135586,0.321357,1.75665,8.13654
hMOF-5073470,5.25,3.25,0.441782,862.2,"O,Cu,C,N,H",0.183426,0.784691,1.54546,3.85848,5.84164
hMOF-5080908,18.25,17.25,0.889507,4869.4,"O,Cu,C,N,H",0.00647806,0.0430703,0.0780868,0.419673,2.0651
hMOF-5076679,11.25,10.25,0.70882,3481.3,"O,Cu,C,N,H",0.0215418,0.111123,0.217419,1.10899,4.37111
hMOF-32717,7.75,6.75,0.600396,2315.3,"O,Cu,C,N,H",0.0206086,0.0973067,0.191002,0.869386,4.35925
hMOF-30213,7.25,5.75,0.64831,2632.0,"O,Cu,C,N,H,Cl",0.0447374,0.216787,0.446762,1.89767,7.14369
hMOF-33956,4.75,3.75,0.447296,648.9,"O,Cu,C,N,H",0.621983,2.11773,2.63605,3.68626,4.4664
hMOF-33349,6.75,4.25,0.595908,1567.9,"O,Cu,C,N,H",0.180915,0.86809,1.59327,5.17569,7.79888
hMOF-5063150,9.75,8.25,0.808869,5003.3,"O,Cu,C,N,H",0.0195379,0.0951345,0.192824,0.954051,4.81925
hMOF-5083234,9.25,7.25,0.750386,3131.1,"O,Cu,C,N,H",0.0751515,0.352494,0.730965,3.02907,10.236
hMOF-32105,6.75,5.75,0.534214,1573.8,"O,Cu,C,N,H",0.041084,0.173959,0.411765,1.77327,5.47213
hMOF-5080396,8.75,7.25,0.714863,3006.6,"O,Cu,C,N,H",0.0231422,0.110923,0.253234,1.24409,7.4224
hMOF-5078226,5.75,4.75,0.638127,2947.8,"O,Cu,C,N,H",0.0337268,0.169403,0.342718,1.54643,7.16905
hMOF-5069649,4.75,3.25,0.282479,347.3,"O,Cu,C,N,H",0.10374,0.508445,0.859315,1.89876,2.83721
hMOF-5059519,6.25,5.25,0.608539,1625.3,"O,Cu,C,N,H,Br",0.03149,0.158561,0.344802,1.617,5.1886
hMOF-4000338,10.75,4.25,0.751201,1682.7,"O,Cu,C,Cl,H",0.648219,2.22525,3.19488,5.71723,7.28593
hMOF-5073487,6.25,5.75,0.509022,1752.3,"O,Cu,C,N,H",0.0168297,0.0871951,0.172794,0.888926,3.78929
hMOF-5075028,11.25,9.75,0.779756,4082.3,"O,Cu,C,N,H",0.0189694,0.0786785,0.162068,0.908877,4.53942
hMOF-36728,7.75,6.75,0.690971,2202.1,"O,Cu,C,N,H,F",0.0704015,0.311519,0.649779,2.99206,9.10778
hMOF-34445,4.75,3.75,0.543053,776.2,"O,Cu,C,N,H,Br",0.201687,0.785703,1.37829,2.75372,3.83691
hMOF-5079428,8.25,7.25,0.737065,2822.3,"O,Cu,C,N,H",0.021752,0.0956849,0.218827,1.10567,7.03302
hMOF-31551,8.25,7.25,0.643098,2856.2,"O,Cu,C,N,H",0.0144183,0.0705935,0.158976,0.738704,3.94238
hMOF-36205,16.25,14.75,0.854203,4348.2,"O,Cu,C,N,H,F",0.0150106,0.068987,0.139413,0.67486,3.46313
hMOF-32863,4.25,3.25,0.259889,170.8,"O,Cu,C,N,H",0.311275,1.06102,1.44597,2.1424,3.08399
hMOF-30929,10.25,8.75,0.73596,2715.4,"O,Cu,C,N,H",0.400032,1.19798,2.2165,5.08849,10.6075
hMOF-3002057,12.25,11.25,0.772546,4412.1,"O,Cu,N,C,H,Cl",0.00462732,0.0229163,0.0404707,0.212416,1.19884
hMOF-5072497,7.25,6.25,0.630174,2003.4,"O,Cu,C,N,H",0.227033,1.01703,1.73737,4.85725,9.26128
hMOF-5075129,5.75,3.75,0.446318,1229.4,"O,Cu,C,N,H",0.0564624,0.287316,0.515575,1.80927,4.3851
hMOF-2000682,20.75,18.75,0.878054,5138.7,"O,Cu,C,H,N",0.00697726,0.0366996,0.0703639,0.356313,1.8267
hMOF-5077561,15.75,14.25,0.870736,4345.4,"O,Cu,C,N,H,Cl",0.00693495,0.0318574,0.0603557,0.315973,1.71206
hMOF-5081204,13.75,11.75,0.837541,3850.7,"O,Cu,C,N,H",0.0142005,0.06874,0.149886,0.696763,3.44792
hMOF-5059393,12.75,11.75,0.854009,5434.4,"O,Cu,C,N,H,Br",0.00549595,0.025831,0.0578906,0.3162,1.61398
hMOF-5064237,6.75,5.25,0.726706,4386.7,"O,Cu,C,N,H",0.0255717,0.127193,0.234803,1.21641,7.35922
hMOF-36332,3.75,3.25,0.405403,331.0,"O,Cu,C,N,H",2.03605,3.18182,3.49481,3.75093,3.88591
hMOF-5070796,4.75,2.75,0.396842,779.1,"O,Cu,C,N,H",0.0260135,0.117958,0.223133,1.17442,3.64504
hMOF-5068995,4.75,2.75,0.360597,518.8,"O,Cu,C,N,H",0.0594014,0.314409,0.580424,1.97771,4.15662
hMOF-5072053,4.25,2.75,0.369976,586.8,"O,Cu,C,N,H",0.0804859,0.383839,0.790721,2.47191,4.32965
hMOF-35937,6.25,5.75,0.715762,1864.5,"O,Cu,C,N,H",0.216081,1.15048,1.99832,6.10609,9.1654
hMOF-5063602,6.75,5.75,0.580903,1897.0,"O,Cu,C,N,H",0.0562269,0.310492,0.603402,2.13911,5.59117
hMOF-5067542,10.25,9.25,0.726992,3743.7,"O,Cu,C,N,H",0.0570332,0.249993,0.553657,2.21743,8.38402
hMOF-37639,7.25,3.75,0.536518,1710.7,"O,Cu,C,N,H,F",0.101329,0.475489,0.959355,3.25171,7.51723
hMOF-5061404,3.75,2.75,0.212051,11.0,"O,Cu,C,N",0.000701373,0.00850415,0.00718907,0.0545317,0.293875
hMOF-5079660,20.25,19.25,0.827542,1452.4,"O,Cu,C,N,H,Br",0.019778,0.101729,0.173767,0.801126,3.80157
hMOF-5074473,7.25,6.25,0.586494,2402.3,"O,Cu,C,N,H",0.0387465,0.195585,0.420963,1.772,5.75054
hMOF-5064101,14.25,13.25,0.851905,5995.7,"O,Cu,C,N,H,F",0.00730646,0.0363541,0.0817967,0.380827,1.95724
hMOF-34345,7.25,4.75,0.515169,1359.0,"O,Cu,C,N,H",0.0627422,0.319985,0.574483,2.29381,4.72762
hMOF-5062317,5.25,3.25,0.323527,473.9,"O,Cu,C,N,H",0.0236724,0.129187,0.24172,1.02231,2.82903
hMOF-5063077,5.25,4.25,0.586562,1166.2,"O,Cu,C,N,H,Br",0.127445,0.59687,1.13663,3.64796,5.60482
hMOF-5082789,7.75,5.75,0.731833,1930.3,"O,Cu,C,N,H,Cl",0.0689346,0.358061,0.669582,3.6215,8.38818
hMOF-5066384,6.75,4.25,0.480274,1236.9,"O,Cu,C,N,H",0.061141,0.319891,0.649573,2.64684,5.21117
hMOF-5061106,14.75,13.75,0.846549,5123.6,"O,Cu,C,N,H",0.00790154,0.0366027,0.0772724,0.411229,2.02431
hMOF-5075232,3.75,2.25,0.137668,9.5,"O,Cu,C,N,H,Br",0.00269247,0.0157061,0.0282301,0.317752,0.716401
hMOF-5075478,3.75,3.25,0.295406,55.1,"O,Cu,C,N,H,Br",1.24485,1.26303,1.28418,1.28418,1.28418
hMOF-5061825,6.25,4.75,0.654597,1780.5,"O,Cu,C,N,H,Br",0.0296205,0.151293,0.315608,1.55782,5.23292
hMOF-5075087,5.75,4.25,0.653047,1880.6,"O,Cu,C,N,H,Br",0.0258629,0.129949,0.257836,1.21513,5.14894
hMOF-5078938,12.75,11.75,0.870047,5571.3,"O,Cu,C,N,H",0.0137841,0.0794373,0.147235,0.809689,3.87609
hMOF-5078314,6.75,4.75,0.724361,2870.3,"O,Cu,C,N,H,Cl",0.0814605,0.390157,0.773965,3.75616,9.83694
hMOF-5079423,6.25,5.25,0.713332,2447.4,"O,Cu,C,N,H",0.119577,0.650579,1.20037,4.93137,9.84579
hMOF-5072833,10.75,9.25,0.816052,5375.9,"O,Cu,C,N,H",0.0079061,0.028462,0.0560204,0.342673,1.92977
hMOF-33812,5.75,4.75,0.607824,1743.4,"O,Cu,C,N,H",0.155656,0.734966,1.4346,5.41641,8.41775
hMOF-37291,11.75,10.75,0.815864,4520.2,"O,Cu,C,N,H,Cl",0.0116108,0.053532,0.118308,0.612685,3.137
hMOF-5079012,16.75,15.25,0.888603,4717.6,"O,Cu,C,N,H,F",0.00997895,0.0475412,0.0997895,0.45649,2.4696
hMOF-5073624,7.25,4.25,0.629261,2599.5,"O,Cu,C,N,H",0.0408216,0.195268,0.454213,2.01679,7.32109
hMOF-5068589,6.25,3.25,0.419503,531.6,"O,Cu,C,N,H",1.08502,2.29181,2.82723,3.53273,3.8842
hMOF-5081335,7.75,6.25,0.763458,1437.8,"O,Cu,C,N,H,Br",0.0789615,0.360807,0.641534,2.31387,5.73567
hMOF-30897,6.25,4.75,0.58187,2334.2,"O,Cu,C,N,H,F",0.0592725,0.316326,0.641912,3.2641,7.16065
hMOF-2000677,21.75,18.75,0.882434,5002.1,"O,Cu,C,H",0.00659334,0.0323425,0.0656603,0.336573,1.76655
hMOF-5064914,3.25,2.75,0.193866,62.3,"O,Cu,C,N,H",0.00761549,0.0517735,0.0769223,0.331953,1.42073
hMOF-5065260,6.75,4.75,0.620459,1561.7,"O,Cu,C,N,H,Cl",0.385008,1.22927,1.76069,3.89893,6.22567
hMOF-4000275,9.25,5.75,0.735705,2154.6,"O,Cu,C,Cl,H",0.0436227,0.195369,0.362331,1.39862,5.87464
hMOF-5065380,5.25,4.75,0.469205,826.0,"O,Cu,C,N,H,Cl",0.291101,1.12148,1.78332,3.12354,4.0381
hMOF-5074251,7.25,5.25,0.538026,1467.8,"O,Cu,C,N,H",0.103708,0.517753,0.857699,3.11327,7.11892
hMOF-35949,6.75,6.25,0.623429,1888.8,"O,Cu,C,N,H",0.0503398,0.23797,0.436109,2.31784,6.33129
hMOF-36826,10.75,9.75,0.785092,3592.4,"O,Cu,C,N,H,F",0.0274654,0.155944,0.339697,1.74836,8.22823
hMOF-5067126,9.25,8.25,0.63974,1534.9,"O,Cu,C,N,H",0.0492484,0.274994,0.479778,2.23946,6.66764
hMOF-5058856,7.75,6.75,0.687037,2773.5,"O,Cu,C,N,H",0.0176244,0.0969342,0.211052,0.890032,4.83063
hMOF-5073207,4.75,2.75,0.340679,375.9,"O,Cu,C,N,H,Br",0.111177,0.409997,0.676564,1.50943,2.56099
hMOF-5069023,10.25,8.75,0.770537,5456.3,"O,Cu,C,N,H",0.012414,0.0486091,0.11038,0.539337,2.55923
hMOF-5064622,6.75,5.75,0.607523,2361.1,"O,Cu,C,N,H",0.0155847,0.0899311,0.185227,0.883216,3.45749
hMOF-5074980,4.25,2.75,0.39209,720.7,"O,Cu,C,N,H",0.0312731,0.18058,0.404491,1.621,3.95207
hMOF-28988,10.25,7.75,0.718046,3474.0,"O,Cu,C,N,H",0.0351354,0.164377,0.358571,1.70483,6.68038
hMOF-5064592,5.75,4.75,0.553991,2271.4,"O,Cu,C,N,H",0.00904958,0.0517837,0.0935123,0.485661,2.34811
hMOF-32861,5.25,4.25,0.404115,424.1,"O,Cu,C,N,H",0.587696,1.52749,1.76997,2.74674,3.25189
hMOF-28347,5.75,3.75,0.666986,2958.5,"O,Cu,C,N,H",0.100215,0.541722,0.962596,5.30847,12.1143
hMOF-5076852,7.75,6.75,0.661543,2570.0,"O,Cu,C,N,H",0.0216367,0.0922699,0.176723,1.03591,4.87997
hMOF-5061282,5.75,4.25,0.540946,1871.8,"O,Cu,C,N",0.0243289,0.140187,0.257097,1.20684,4.12789
hMOF-5068824,5.75,4.25,0.519057,1748.1,"O,Cu,C,N,H",0.050052,0.224452,0.504207,2.22463,6.09763
hMOF-3001564,10.75,7.75,0.807483,4477.4,"O,Cu,N,C,H,Cl",0.00850433,0.0440841,0.083637,0.380552,1.89171
hMOF-5075837,5.25,4.25,0.331578,536.0,"O,Cu,C,N,H",0.248236,0.790983,1.15787,2.11561,2.92087
hMOF-5061553,6.25,5.25,0.725107,4430.4,"O,Cu,C,N,H",0.0230915,0.105548,0.245461,1.28094,7.2211
hMOF-5080238,14.25,12.25,0.868427,4617.5,"O,Cu,C,N,H",0.00953546,0.0481601,0.101993,0.459875,2.33848
hMOF-5073868,6.25,3.25,0.542392,1317.3,"O,Cu,C,N,H",0.199001,0.892157,1.48002,3.79718,6.17637
hMOF-5081562,16.25,14.25,0.89685,3509.2,"O,Cu,C,N,H,Br",0.00832654,0.037615,0.0707465,0.370036,1.85321
hMOF-32996,10.75,9.75,0.683688,2553.1,"O,Cu,C,N,H,Cl",0.0140661,0.0515758,0.111808,0.601057,3.06822
hMOF-5073982,5.75,4.75,0.669543,2312.7,"O,Cu,C,N,H",0.0620064,0.327591,0.697435,3.01307,7.2681
hMOF-34332,10.75,9.25,0.63394,2105.9,"O,Cu,C,N,H",0.107297,0.511798,0.822254,2.98363,6.96534
